Employee ID,Department,Position,Date of Joining,Employment Status,Reason for Leaving,Tenure (years),Employee Satisfaction (out of 10),Engagement Score (out of 10),Salary,Benefits Package,Training Programs Attended,Career Development Plans,Work Environment Score (out of 10),Diversity Score (out of 10),Performance Ratings (out of 5),Performance Metrics,Gender,Age,Marital Status,Absenteeism (days/month),Target
336,Finance,Manager,2018-01-30,Stay,,6,7,7,106525,"Health, 401k",3,No,9,9,3,0.9648731299916735,Male,25,Married,4.129205153376809,0
337,IT,Developer,2015-02-02,Stay,,9,9,6,112102,"Health, Dental",5,No,7,9,5,0.7440203798499813,Female,25,Married,2.7960058760020168,0
338,Sales,Manager,2019-05-03,Stay,,4,8,5,50782,"Health, 401k",3,Yes,7,9,4,0.9529123257945955,Male,42,Married,2.2939913102712866,0
339,IT,Developer,2018-01-06,Resign,Relocation,6,10,5,75444,"Health, Dental",7,No,8,10,3,0.929416078295644,Female,60,Divorced,4.030287780118809,1
340,Sales,Sales Rep,2020-02-21,Stay,,4,10,9,108949,"Health, 401k",6,No,8,9,4,0.9216454628643149,Male,38,Widowed,3.0385423217421526,0
341,Operations,Developer,2016-05-19,Stay,,7,6,7,70547,"Health, Dental",1,No,8,5,3,0.9061593043260568,Female,53,Married,2.7068211754391265,0
342,Sales,Manager,2015-10-22,Resign,Personal Reasons,8,6,10,66388,"Health, Dental, 401k",6,No,7,6,3,0.7607505132168326,Male,35,Widowed,2.3746733299936995,1
343,HR,Administrator,2021-08-11,Resign,Relocation,2,10,10,93068,"Health, Dental, 401k",6,No,7,10,4,0.8973372844008615,Male,33,Single,3.902561395421972,1
344,HR,Sales Rep,2016-10-30,Stay,,7,7,8,111748,"Health, Dental, 401k",5,Yes,9,8,4,0.7325771021308856,Female,55,Widowed,2.81894972937973,0
345,HR,Developer,2017-05-07,Stay,,6,7,8,59151,"Health, Dental, 401k",1,Yes,10,7,4,0.9578852363558001,Male,51,Widowed,0.345578637881081,0
346,HR,Administrator,2015-11-11,Stay,,8,8,10,96814,"Health, Dental, 401k",5,Yes,7,6,4,0.7601112162029647,Female,40,Divorced,3.1284426636193303,0
347,HR,Analyst,2020-08-15,Stay,,3,10,7,95445,"Health, Dental",5,No,8,5,5,0.8318815993484985,Male,32,Married,0.17813017325823188,0
348,Sales,Analyst,2022-07-28,Resign,Better Opportunity,1,9,6,71645,"Health, Dental",6,Yes,7,5,3,0.9718133495237937,Female,46,Married,1.489387146111127,1
349,HR,Developer,2015-04-07,Stay,,8,9,10,93911,"Health, Dental",2,No,6,8,4,0.9386281994726168,Male,42,Single,0.6858954862465272,0
350,Finance,Sales Rep,2017-03-15,Resign,Relocation,7,6,7,59605,"Health, Dental",5,No,7,10,4,0.7114366747830396,Female,24,Married,0.883653635517071,1
351,Sales,Manager,2021-04-11,Stay,,2,10,7,62089,"Health, Dental, 401k",2,Yes,7,8,5,0.846551850090591,Female,39,Divorced,2.4951855512554513,0
352,Operations,Analyst,2019-08-08,Stay,,4,6,8,92398,"Health, Dental, 401k",4,Yes,6,9,5,0.8575438413440096,Female,32,Single,0.9103844902836528,0
353,Sales,Administrator,2017-02-11,Stay,,7,8,7,80083,"Health, 401k",7,Yes,9,6,5,0.9505849608542861,Female,50,Divorced,2.9322091849856484,0
354,IT,Administrator,2016-11-04,Stay,,7,6,9,56522,"Health, 401k",1,No,7,5,3,0.8790895637593265,Male,50,Single,0.5227343463868966,0
355,Operations,Administrator,2018-11-09,Stay,,5,8,8,63629,"Health, 401k",7,No,6,6,4,0.7197773361085965,Female,59,Divorced,4.929448219722989,0
356,HR,Analyst,2019-02-25,Resign,Relocation,5,10,10,71904,"Health, Dental, 401k",3,Yes,6,10,4,0.8259192532990396,Male,31,Divorced,2.980395295276023,1
357,HR,Developer,2021-05-04,Stay,,2,8,8,101764,"Health, Dental",4,No,6,7,5,0.8980601118211646,Female,26,Divorced,2.923867538699384,0
358,IT,Analyst,2019-06-11,Stay,,4,6,6,85822,"Health, Dental",3,No,9,9,3,0.9964103329808974,Male,37,Single,2.2170497869009687,0
359,HR,Sales Rep,2016-01-07,Stay,,8,10,7,79108,"Health, 401k",7,No,6,6,5,0.815225290445446,Male,50,Widowed,2.1856896923895466,0
360,Operations,Sales Rep,2017-02-17,Stay,,7,6,8,112983,"Health, Dental, 401k",7,Yes,10,7,4,0.9953779781690664,Male,34,Divorced,3.399054888046681,0
361,Operations,Developer,2017-06-04,Stay,,6,9,7,68578,"Health, Dental, 401k",1,No,8,8,3,0.8646582557510616,Female,24,Married,0.3413037546429343,0
362,Operations,Administrator,2022-05-05,Stay,,1,7,5,59540,"Health, 401k",3,Yes,10,9,3,0.8391262154573963,Male,53,Widowed,2.0382139328213316,0
363,Sales,Analyst,2015-03-26,Stay,,8,8,6,71343,"Health, 401k",5,Yes,7,9,4,0.8246302023480172,Male,62,Married,2.4896609422201674,0
364,Sales,Developer,2015-03-30,Resign,Better Opportunity,8,8,8,73939,"Health, 401k",4,No,9,10,5,0.8738018381651158,Female,56,Divorced,1.8583232373685976,1
365,Operations,Manager,2019-10-19,Stay,,4,7,9,71169,"Health, Dental",6,Yes,9,7,5,0.8285609596095163,Male,39,Divorced,4.289887736645376,0
366,Sales,Sales Rep,2020-11-10,Stay,,3,8,6,70617,"Health, 401k",2,No,9,9,4,0.815042678074839,Male,30,Single,2.2590880871616656,0
367,Sales,Manager,2016-11-04,Stay,,7,8,7,79943,"Health, Dental",3,No,7,5,3,0.9934506987546752,Female,56,Married,4.387644121635251,0
368,Finance,Manager,2018-07-31,Stay,,5,9,6,53934,"Health, Dental, 401k",4,No,6,9,3,0.848352500773607,Female,52,Married,4.322849367612754,0
369,Sales,Analyst,2017-09-08,Stay,,6,10,5,109528,"Health, Dental",2,No,7,6,3,0.9340565976667482,Male,30,Widowed,3.6841155413104483,0
370,Finance,Developer,2020-11-24,Resign,Better Opportunity,3,8,6,57039,"Health, 401k",1,Yes,6,10,3,0.8518895091006559,Male,36,Married,0.6919909107265765,1
371,Finance,Manager,2019-01-29,Stay,,5,9,8,58216,"Health, Dental",1,Yes,6,8,3,0.769579470777277,Male,47,Divorced,0.17399280432148112,0
372,Sales,Manager,2018-11-23,Resign,Personal Reasons,5,8,5,92148,"Health, Dental, 401k",4,Yes,10,6,3,0.984510418410266,Female,35,Married,1.5097962611631015,1
373,Sales,Administrator,2015-07-21,Stay,,8,10,7,112583,"Health, 401k",7,No,6,7,4,0.964392097878636,Male,63,Single,2.501895811342477,0
374,Sales,Administrator,2017-10-29,Stay,,6,9,5,102489,"Health, 401k",2,Yes,7,9,5,0.7425800185505551,Male,44,Single,3.493287691646521,0
375,HR,Manager,2019-12-15,Stay,,4,8,9,66390,"Health, Dental, 401k",7,No,6,10,3,0.9654946953118964,Male,58,Divorced,2.2393512170227163,0
376,Finance,Analyst,2019-05-29,Resign,Better Opportunity,4,9,6,84568,"Health, 401k",6,Yes,7,10,5,0.7591041913499336,Male,58,Divorced,4.330778494673446,1
377,HR,Manager,2018-10-01,Stay,,5,7,7,76360,"Health, Dental",4,No,9,8,5,0.8705839988725266,Female,39,Married,1.8056942849341913,0
378,Operations,Sales Rep,2016-05-09,Stay,,7,8,8,96161,"Health, Dental",4,Yes,10,8,5,0.979304572808993,Female,26,Widowed,0.9776111132637316,0
379,Sales,Developer,2016-12-29,Stay,,7,6,9,81049,"Health, Dental, 401k",7,No,6,10,4,0.8693479512315334,Male,22,Divorced,0.18100003075298687,0
380,Operations,Analyst,2020-11-27,Stay,,3,10,6,104201,"Health, 401k",2,Yes,9,9,3,0.7634885521131962,Male,44,Widowed,3.5861197572899037,0
381,HR,Administrator,2019-09-23,Stay,,4,8,10,81744,"Health, Dental",5,No,9,6,3,0.7794861856284122,Male,58,Single,2.590915179850131,0
382,Finance,Developer,2019-04-28,Stay,,4,8,8,118302,"Health, 401k",7,Yes,7,5,5,0.9035712286184586,Male,55,Single,3.4575750813413473,0
383,IT,Sales Rep,2021-08-29,Resign,Relocation,2,6,9,86315,"Health, Dental, 401k",3,No,9,7,3,0.9241118946418886,Male,33,Widowed,2.4792332457129613,1
384,Sales,Analyst,2016-05-15,Stay,,7,9,6,78186,"Health, 401k",6,No,9,9,3,0.8775256706954572,Male,26,Widowed,1.1475229082931921,0
385,Operations,Analyst,2016-06-05,Resign,Personal Reasons,7,10,8,72178,"Health, 401k",7,Yes,6,5,5,0.7844277351565218,Female,29,Single,3.548377262215628,1
386,Operations,Analyst,2019-10-16,Stay,,4,6,7,108098,"Health, Dental, 401k",6,No,8,9,5,0.756031240805662,Male,24,Married,1.2087469000994489,0
387,Operations,Administrator,2022-07-20,Stay,,1,10,10,62498,"Health, Dental",3,Yes,6,10,5,0.8963939869611357,Female,34,Single,2.471057841316442,0
388,HR,Developer,2019-07-04,Stay,,4,8,6,113736,"Health, Dental",3,Yes,8,7,3,0.7687993761446165,Female,37,Divorced,4.116087381906009,0
389,HR,Sales Rep,2016-10-13,Stay,,7,10,8,75757,"Health, 401k",4,No,9,6,3,0.7488336888019289,Male,46,Widowed,4.35001504980349,0
390,IT,Manager,2017-05-03,Stay,,6,9,9,114742,"Health, Dental",3,No,8,6,3,0.7393423827400787,Female,24,Single,2.057539772558108,0
391,HR,Manager,2022-04-10,Stay,,1,7,7,77856,"Health, Dental",4,Yes,9,7,4,0.9216533727645424,Male,55,Married,1.530265573097629,0
392,Finance,Manager,2015-03-29,Stay,,8,10,9,118413,"Health, Dental, 401k",4,Yes,6,7,5,0.9135734682859135,Male,39,Married,0.29640432861423427,0
393,Finance,Developer,2018-12-04,Stay,,5,7,7,62850,"Health, Dental, 401k",2,No,7,6,4,0.9782423533047266,Male,57,Married,4.468078140503897,0
394,Operations,Analyst,2017-03-06,Stay,,7,9,10,95354,"Health, Dental, 401k",1,Yes,8,10,3,0.7785137806015159,Male,36,Widowed,3.8253982413075596,0
395,Sales,Sales Rep,2018-12-15,Resign,Relocation,5,6,10,88562,"Health, 401k",2,Yes,10,6,3,0.8768363750697148,Female,32,Divorced,1.9965111551159924,1
396,Operations,Administrator,2019-12-24,Stay,,4,10,10,96016,"Health, Dental, 401k",5,Yes,7,9,4,0.9758848888393544,Male,64,Single,2.1647489582028436,0
397,Finance,Analyst,2022-04-20,Stay,,1,10,8,115398,"Health, Dental",3,No,8,5,4,0.7670516546370171,Female,62,Divorced,0.3661520399257545,0
398,Finance,Administrator,2018-01-03,Stay,,6,10,6,92823,"Health, Dental, 401k",2,No,9,9,4,0.8361906789981901,Female,29,Widowed,4.060086211980087,0
399,Finance,Analyst,2020-09-02,Stay,,3,10,8,56563,"Health, Dental",2,Yes,9,8,3,0.9897452809490845,Female,32,Married,2.938679845896362,0
400,Operations,Manager,2020-12-10,Stay,,3,7,9,86497,"Health, Dental, 401k",2,No,9,5,5,0.9864647171551855,Female,53,Single,2.8853049902766674,0
401,IT,Analyst,2015-11-28,Stay,,8,9,5,87320,"Health, 401k",5,Yes,9,5,4,0.8534758448666415,Female,37,Single,3.5780976851003814,0
402,Sales,Manager,2022-04-28,Stay,,1,7,8,110453,"Health, Dental",5,Yes,9,7,4,0.8346006610744225,Male,46,Single,4.265038233349091,0
403,IT,Manager,2018-06-27,Stay,,5,8,7,71697,"Health, 401k",3,No,6,9,3,0.9834480583900505,Male,39,Widowed,0.022827959283230892,0
404,IT,Sales Rep,2018-08-01,Resign,Better Opportunity,5,8,10,66593,"Health, Dental",7,Yes,8,5,4,0.8798369897992365,Male,38,Divorced,0.5144721313763195,1
405,Sales,Sales Rep,2015-09-08,Stay,,8,6,9,105772,"Health, Dental, 401k",6,Yes,7,5,4,0.7740823992097222,Female,46,Married,2.8367053589559914,0
406,Finance,Administrator,2020-08-19,Resign,Better Opportunity,3,6,8,85679,"Health, 401k",1,No,8,7,4,0.8551980086223108,Female,44,Widowed,1.930144059571437,1
407,Finance,Administrator,2015-02-21,Stay,,9,10,10,54260,"Health, Dental",6,Yes,8,6,3,0.8717659076822691,Female,32,Divorced,0.8877771607137014,0
408,Operations,Developer,2015-07-06,Stay,,8,8,10,80803,"Health, 401k",3,Yes,6,8,3,0.8656875548835551,Male,60,Married,4.365001180616733,0
409,Operations,Developer,2015-11-12,Stay,,8,7,10,59497,"Health, Dental",6,Yes,6,6,3,0.8217037726227832,Male,43,Divorced,4.779818307490204,0
410,IT,Administrator,2019-04-24,Stay,,4,9,9,113743,"Health, Dental",6,Yes,9,5,3,0.7439261445465022,Female,22,Divorced,0.7857237550804563,0
411,Sales,Sales Rep,2015-04-06,Stay,,8,8,7,108970,"Health, 401k",1,No,9,10,4,0.9604168678156433,Male,28,Widowed,4.264681822077655,0
412,Sales,Manager,2019-10-30,Stay,,4,8,10,62731,"Health, Dental",1,Yes,8,10,4,0.7336984156620046,Male,50,Widowed,1.1821580078381588,0
413,HR,Developer,2020-05-10,Stay,,3,7,10,118868,"Health, 401k",5,No,6,8,5,0.7418404473323968,Female,38,Divorced,4.833418980908145,0
414,HR,Sales Rep,2020-02-28,Stay,,4,8,7,69020,"Health, 401k",5,Yes,7,6,4,0.7447744504553887,Female,29,Widowed,4.795271789251729,0
415,IT,Manager,2015-12-25,Resign,Personal Reasons,8,7,7,98115,"Health, 401k",6,Yes,8,6,4,0.7118231516366966,Male,27,Divorced,2.842687816818861,1
416,Operations,Developer,2020-12-16,Stay,,3,7,6,54257,"Health, 401k",7,No,6,10,3,0.9573195549001248,Female,23,Married,3.529824972139555,0
417,Finance,Sales Rep,2018-06-05,Stay,,5,7,10,92909,"Health, Dental, 401k",2,No,8,10,5,0.9675125172986592,Male,22,Divorced,3.485578084731919,0
418,Finance,Administrator,2015-06-10,Stay,,8,7,8,86566,"Health, 401k",3,No,6,10,4,0.7367690836739696,Female,57,Single,3.311841049575634,0
419,IT,Sales Rep,2019-10-23,Stay,,4,8,6,80527,"Health, 401k",1,No,8,10,3,0.8384706256617743,Female,27,Single,3.2350611877250977,0
420,Sales,Developer,2019-05-15,Stay,,4,8,7,104365,"Health, Dental",1,No,7,9,3,0.8179553882751592,Male,33,Divorced,1.2637810014485833,0
421,HR,Manager,2022-03-21,Stay,,2,9,10,102586,"Health, 401k",1,Yes,6,10,3,0.7378461657401684,Female,29,Married,2.8350613661827397,0
422,Operations,Developer,2016-11-04,Stay,,7,6,5,116650,"Health, Dental",7,Yes,10,10,4,0.9593177983031821,Male,24,Widowed,3.734938500789427,0
423,Sales,Analyst,2021-02-26,Stay,,3,9,10,79208,"Health, 401k",6,No,9,9,5,0.9592202404978427,Female,39,Married,4.764432229347263,0
424,Operations,Administrator,2016-08-19,Stay,,7,7,8,96501,"Health, Dental, 401k",2,No,6,8,4,0.9222455091165653,Female,55,Widowed,1.3626170121210772,0
425,Operations,Analyst,2022-05-28,Stay,,1,10,8,62791,"Health, Dental",5,No,8,8,3,0.7499697407693313,Male,33,Widowed,3.7725472096486734,0
426,IT,Developer,2015-07-14,Stay,,8,9,9,76838,"Health, Dental",5,No,9,5,4,0.7790888927737287,Male,37,Single,1.0004193820332814,0
427,HR,Developer,2022-10-24,Stay,,1,10,6,66865,"Health, Dental, 401k",2,No,8,9,5,0.7576912672350419,Female,55,Widowed,4.9496903316016425,0
428,HR,Sales Rep,2016-03-07,Stay,,8,10,5,110555,"Health, 401k",7,No,6,10,5,0.9497405668715209,Male,50,Divorced,2.1110093743185403,0
429,Finance,Sales Rep,2015-10-24,Stay,,8,8,6,72502,"Health, Dental, 401k",7,No,8,7,5,0.8402855799346995,Female,44,Divorced,3.6932421167772933,0
430,Sales,Analyst,2022-07-02,Stay,,1,7,10,68406,"Health, Dental, 401k",3,Yes,6,5,5,0.7451338700745908,Female,36,Divorced,1.1028194825774769,0
431,Sales,Sales Rep,2021-12-25,Stay,,2,6,10,70764,"Health, Dental, 401k",3,Yes,6,7,4,0.7030285524295193,Female,26,Divorced,2.837679298481607,0
432,HR,Sales Rep,2022-09-22,Stay,,1,6,6,102523,"Health, Dental",2,No,9,9,3,0.7835531836368763,Male,53,Married,3.7526620378343605,0
433,Operations,Analyst,2018-07-12,Stay,,5,6,7,92623,"Health, Dental, 401k",5,No,6,6,4,0.9922391678464919,Male,60,Widowed,3.75699564374812,0
434,Finance,Sales Rep,2018-12-22,Resign,Relocation,5,6,8,67672,"Health, Dental",3,No,7,6,4,0.7095072596489965,Female,55,Single,3.514557486625038,1
435,Finance,Analyst,2019-12-30,Stay,,4,6,10,70229,"Health, 401k",1,No,10,5,5,0.9734354580999827,Female,29,Single,1.5848523135437342,0
436,Operations,Manager,2015-10-10,Stay,,8,10,6,66307,"Health, 401k",1,No,7,8,3,0.7173821260188114,Male,58,Widowed,2.18120994354504,0
437,Finance,Analyst,2019-11-10,Stay,,4,10,5,103423,"Health, 401k",5,No,6,9,4,0.9015310744223692,Female,26,Single,0.6333555311325795,0
438,Operations,Sales Rep,2015-11-05,Stay,,8,10,8,119427,"Health, Dental",7,Yes,10,7,5,0.8049090790006531,Male,60,Married,2.7494807873760574,0
439,Finance,Administrator,2022-02-14,Resign,Personal Reasons,2,7,8,69948,"Health, Dental, 401k",2,Yes,8,7,5,0.8366495283400767,Male,64,Single,2.0862462731422644,1
440,HR,Administrator,2022-12-07,Stay,,1,9,6,71389,"Health, Dental",2,No,8,5,4,0.7663416405331749,Male,51,Married,0.14459403373984714,0
441,Finance,Analyst,2019-11-27,Stay,,4,8,6,73891,"Health, 401k",3,No,7,5,4,0.8015577579014339,Male,31,Married,1.0661828826334712,0
442,Finance,Administrator,2015-06-20,Stay,,8,10,5,110961,"Health, Dental, 401k",5,No,9,9,3,0.7924318410253616,Male,53,Married,0.6204488684119291,0
443,Sales,Administrator,2022-10-29,Resign,Personal Reasons,1,7,5,108332,"Health, Dental",5,No,10,6,3,0.9126700823725494,Male,63,Married,0.42256541906545486,1
444,Finance,Sales Rep,2015-10-06,Stay,,8,7,8,76276,"Health, Dental, 401k",6,Yes,10,5,4,0.9613760744448347,Female,28,Married,0.18338383741381636,0
445,Operations,Manager,2015-12-22,Stay,,8,8,9,109663,"Health, Dental, 401k",3,Yes,9,9,3,0.8227949749986245,Female,62,Widowed,2.7052848609369335,0
446,HR,Manager,2022-05-23,Resign,Relocation,1,6,8,93685,"Health, Dental, 401k",5,Yes,8,6,5,0.9448663306857479,Male,61,Divorced,4.105072756571031,1
447,Finance,Sales Rep,2017-06-05,Stay,,6,7,10,66650,"Health, Dental",5,No,6,8,4,0.7034647721917614,Female,44,Widowed,4.0339823862641575,0
448,HR,Manager,2019-12-29,Stay,,4,9,9,85561,"Health, Dental, 401k",6,Yes,8,10,5,0.9363093019757158,Male,38,Single,0.21007390470171916,0
449,HR,Analyst,2018-05-08,Stay,,5,9,5,51526,"Health, 401k",3,No,6,8,4,0.8577861426879976,Female,50,Married,0.9379219522942561,0
450,Finance,Manager,2018-04-30,Resign,Relocation,5,9,7,117891,"Health, Dental",5,Yes,8,8,3,0.9501186714644081,Male,37,Single,0.5633219194742922,1
451,Sales,Administrator,2017-06-10,Stay,,6,7,6,66378,"Health, Dental",7,Yes,10,7,3,0.7672121884531421,Male,60,Single,1.2843764232112793,0
452,IT,Sales Rep,2017-06-11,Stay,,6,7,6,83939,"Health, 401k",6,Yes,10,8,5,0.8130228685770916,Female,31,Widowed,1.4390245950384757,0
453,Finance,Developer,2016-04-16,Resign,Relocation,7,7,6,96970,"Health, 401k",6,No,6,9,3,0.9093125741313826,Female,50,Married,0.911413246685604,1
454,IT,Administrator,2019-05-29,Stay,,4,7,9,92986,"Health, Dental",7,No,8,5,5,0.9545261176196007,Male,35,Divorced,3.4960073288387528,0
455,Finance,Administrator,2019-04-07,Stay,,4,9,9,119581,"Health, Dental, 401k",3,Yes,6,6,4,0.8434949722376839,Female,29,Single,1.9805387112880553,0
456,HR,Analyst,2017-05-08,Stay,,6,8,8,70553,"Health, 401k",6,Yes,6,9,3,0.953908011665068,Female,45,Widowed,0.266254000931358,0
457,Finance,Developer,2018-09-04,Stay,,5,8,5,103313,"Health, 401k",6,Yes,8,6,3,0.8644958013610549,Male,64,Single,2.0692417957201874,0
458,IT,Analyst,2022-10-01,Stay,,1,7,7,59083,"Health, 401k",6,Yes,6,5,3,0.9974113078180513,Male,40,Widowed,4.090787575501223,0
459,HR,Sales Rep,2015-06-17,Stay,,8,9,9,103621,"Health, Dental, 401k",4,No,6,7,5,0.9714133521001466,Male,23,Divorced,1.3869798845686505,0
460,Finance,Developer,2019-07-14,Resign,Personal Reasons,4,8,8,78983,"Health, Dental, 401k",2,Yes,8,5,3,0.815688372225153,Female,53,Widowed,1.9102943874882299,1
461,Sales,Sales Rep,2020-08-25,Stay,,3,9,8,103331,"Health, Dental",2,Yes,7,5,4,0.9866447896959127,Male,59,Divorced,0.22941728344022583,0
462,Operations,Manager,2017-09-29,Stay,,6,7,5,84912,"Health, Dental, 401k",5,No,7,5,3,0.9296025443794753,Male,48,Widowed,0.3245246087344722,0
463,Finance,Administrator,2018-11-17,Stay,,5,7,8,76018,"Health, Dental",1,Yes,9,10,4,0.8576508159591771,Male,64,Single,4.463543962067868,0
464,Sales,Manager,2015-07-10,Stay,,8,10,7,73710,"Health, Dental",1,No,7,6,5,0.9973129607787364,Female,58,Divorced,0.2021340823278006,0
465,IT,Sales Rep,2017-08-22,Resign,Better Opportunity,6,7,5,90885,"Health, 401k",7,Yes,8,10,3,0.9084949986160901,Male,51,Widowed,2.791988351139016,1
466,Sales,Analyst,2020-09-16,Stay,,3,9,10,67188,"Health, Dental",2,Yes,6,5,3,0.7583820677469976,Female,56,Widowed,0.2507532647059546,0
467,Operations,Administrator,2016-01-11,Resign,Personal Reasons,8,7,6,75256,"Health, Dental",7,Yes,8,9,5,0.7342110276598183,Male,55,Married,4.79594289306317,1
468,Sales,Administrator,2021-06-25,Stay,,2,6,7,110817,"Health, 401k",1,No,10,8,3,0.7786347292723781,Male,38,Widowed,0.7070937314409936,0
469,Finance,Developer,2021-01-03,Stay,,3,10,6,67887,"Health, Dental",3,Yes,8,8,4,0.9206506700384792,Female,59,Single,0.5447141263845939,0
470,Sales,Manager,2022-07-14,Stay,,1,7,7,81703,"Health, Dental",3,No,7,10,4,0.8651340459866126,Female,51,Divorced,4.429359377669105,0
471,Finance,Sales Rep,2016-08-24,Stay,,7,7,6,68449,"Health, Dental, 401k",6,No,9,9,3,0.8191454000616446,Male,22,Married,1.3792179432850038,0
472,IT,Sales Rep,2022-01-06,Stay,,2,10,8,70935,"Health, Dental",6,No,6,7,5,0.9275288562139231,Female,25,Divorced,1.9422265276815738,0
473,Operations,Sales Rep,2018-05-08,Stay,,5,6,9,86479,"Health, Dental, 401k",4,No,6,8,3,0.707136228241116,Male,40,Single,4.0558207055399915,0
474,Sales,Sales Rep,2015-11-13,Stay,,8,10,9,109422,"Health, Dental",1,Yes,7,6,4,0.9440725239853687,Female,33,Single,2.5603717869499802,0
475,Operations,Analyst,2017-05-21,Stay,,6,9,7,82030,"Health, 401k",2,No,9,7,5,0.9244803943869095,Female,59,Single,2.316916758313039,0
476,Sales,Sales Rep,2020-01-05,Stay,,4,9,6,116038,"Health, Dental",4,Yes,10,5,3,0.754060812194887,Male,27,Married,3.6662709511483307,0
477,Operations,Analyst,2018-09-09,Stay,,5,6,7,63218,"Health, 401k",7,Yes,9,7,5,0.8167069433597448,Female,54,Widowed,3.932543582480167,0
478,Sales,Analyst,2017-08-31,Stay,,6,7,8,50409,"Health, Dental, 401k",5,Yes,9,10,3,0.7112800544694438,Female,62,Single,1.1250445126070474,0
479,IT,Developer,2022-03-09,Resign,Relocation,2,10,9,66210,"Health, Dental, 401k",3,Yes,7,5,5,0.7035363217542172,Female,57,Widowed,3.396954578679976,1
480,IT,Developer,2022-08-26,Stay,,1,8,6,69410,"Health, Dental, 401k",2,Yes,9,8,5,0.9988803614904533,Female,59,Divorced,4.820580979837988,0
481,Finance,Manager,2018-05-06,Stay,,5,6,6,108553,"Health, 401k",6,Yes,6,5,4,0.846458997416631,Male,27,Married,4.558744599483705,0
482,Sales,Sales Rep,2022-07-03,Stay,,1,10,8,75254,"Health, 401k",7,No,9,7,3,0.811607429191576,Female,62,Single,2.255542047037977,0
483,IT,Analyst,2016-10-11,Resign,Relocation,7,10,9,104677,"Health, 401k",2,No,7,5,4,0.7588516283691935,Female,46,Married,0.5622543339562752,1
484,IT,Developer,2020-11-24,Stay,,3,6,10,97243,"Health, Dental",1,Yes,9,9,5,0.9421576735265639,Female,32,Divorced,2.3409417119364777,0
485,Operations,Sales Rep,2017-06-23,Stay,,6,8,6,106562,"Health, Dental",2,No,9,5,5,0.9117258158590444,Female,64,Widowed,3.6606351687492618,0
486,IT,Developer,2017-06-09,Stay,,6,9,9,86165,"Health, Dental, 401k",5,No,6,9,3,0.7004668593788896,Male,33,Single,1.3797181611865734,0
487,IT,Developer,2021-12-18,Stay,,2,9,10,88006,"Health, Dental, 401k",7,Yes,6,6,3,0.9313680019120709,Male,56,Married,0.4460224262645829,0
488,Finance,Manager,2015-09-25,Stay,,8,7,5,105770,"Health, Dental",1,No,7,9,5,0.7334448235452129,Female,47,Divorced,4.6872235417434975,0
489,HR,Analyst,2017-06-06,Stay,,6,7,7,50968,"Health, Dental",1,Yes,8,7,3,0.9845898040552099,Female,63,Single,0.7446944770789876,0
490,Operations,Analyst,2022-12-22,Stay,,1,9,8,107139,"Health, Dental",4,No,6,6,3,0.7998208251866517,Female,59,Divorced,0.4141928726258831,0
491,IT,Developer,2018-08-17,Stay,,5,8,6,60498,"Health, Dental, 401k",1,No,7,7,3,0.8353308325979534,Female,57,Married,2.662279756638563,0
492,HR,Sales Rep,2017-08-17,Stay,,6,6,5,106890,"Health, Dental",4,No,9,6,4,0.701494271702126,Female,49,Widowed,1.9241927365175693,0
493,HR,Analyst,2015-03-23,Stay,,9,10,10,61760,"Health, Dental",5,No,6,6,4,0.9473178065333415,Male,27,Divorced,4.38460447495587,0
494,IT,Manager,2015-10-06,Resign,Relocation,8,7,6,93987,"Health, Dental, 401k",2,Yes,10,9,3,0.7924504762690712,Female,57,Widowed,1.7432653522686925,1
495,Finance,Analyst,2017-03-06,Stay,,7,9,5,55196,"Health, Dental",6,No,7,10,5,0.8669340628508341,Male,33,Single,1.3392444860723889,0
496,Sales,Manager,2021-01-28,Stay,,3,10,5,50687,"Health, Dental",5,Yes,10,10,3,0.9779802391179023,Male,60,Widowed,3.7384554708714983,0
497,Finance,Sales Rep,2020-12-27,Resign,Relocation,3,6,9,52165,"Health, 401k",1,No,6,10,5,0.746866714964669,Female,40,Widowed,0.33431709567473156,1
498,IT,Developer,2018-02-05,Stay,,6,6,8,92796,"Health, Dental",7,Yes,10,6,5,0.9601988838792765,Male,37,Widowed,4.3944752056741985,0
499,Operations,Sales Rep,2022-09-14,Stay,,1,7,6,61857,"Health, Dental",2,Yes,8,7,4,0.8500716792527664,Female,48,Widowed,4.360017878602783,0
500,Sales,Sales Rep,2019-03-04,Stay,,5,7,7,95974,"Health, Dental, 401k",6,Yes,6,10,5,0.9773368522169862,Female,32,Widowed,4.4519849417654545,0
501,Sales,Manager,2020-09-20,Resign,Personal Reasons,3,8,8,52225,"Health, Dental",2,No,9,7,5,0.9467065150559277,Female,34,Widowed,4.060967291352346,1
502,IT,Sales Rep,2015-11-02,Stay,,8,6,7,79136,"Health, Dental, 401k",3,No,7,6,5,0.8328940091977266,Male,38,Married,3.437662273608888,0
503,IT,Developer,2021-09-15,Stay,,2,9,6,58271,"Health, 401k",6,No,10,6,4,0.7266135312144232,Male,57,Married,0.46833160207764013,0
504,Operations,Analyst,2019-07-02,Stay,,4,6,6,51439,"Health, 401k",7,Yes,8,5,5,0.7090592364646077,Female,52,Widowed,2.175695956191447,0
